time, language, total, test, comment
1731403965 +0100, Dart, 439, 630, 52
1731875267 +0100, Dart, 439, 630, 52
1731916655 +0100, Dart, 444, 630, 52
1731917168 +0100, Dart, 446, 631, 53
1731918818 +0100, Dart, 459, 644, 53
1732268322 +0100, Dart, 464, 644, 54
1732607406 +0100, Dart, 465, 646, 54
1732607767 +0100, Dart, 465, 646, 54
1732799389 +0100, Dart, 465, 646, 54
1732800059 +0100, Dart, 0, 646, 54
1732800299 +0100, Dart, 0, 646, 54
1732801303 +0100, Dart, 0, 646, 54
1734854596 +0100, Dart, 0, 646, 54
1736936182 +0100, Dart, 0, 646, 54
1736936590 +0100, Dart, 0, 646, 54
1736937539 +0100, Dart, 0, 646, 54
1737022036 +0100, Dart, 0, 646, 54
1737024490 +0100, Dart, 663, 659, 263
1737103284 +0100, Dart, 664, 380, 263
1737362840 +0100, Dart, 664, 380, 263
1737363091 +0100, Dart, 664, 380, 263
1737363582 +0100, Dart, 664, 380, 263
1737448385 +0100, Dart, 664, 380, 263
1737469865 +0100, Dart, 664, 380, 263
1737927688 +0100, Dart, 664, 380, 263
1737972046 +0100, Dart, 620, 380, 228
1738136975 +0100, Dart, 646, 241, 230
1738140187 +0100, Dart, 646, 241, 230
1738165537 +0100, Dart, 646, 241, 230
1738523836 +0100, Dart, 720, 316, 230
1738524637 +0100, Dart, 720, 316, 230
1738525710 +0100, Dart, 721, 316, 230
1738572415 +0100, Dart, 721, 316, 230
1738572535 +0100, Dart, 721, 316, 230
1738572902 +0100, Dart, 721, 316, 230
1738873852 +0100, Dart, 721, 316, 230
1738874137 +0100, Dart, 718, 145, 230
1738917222 +0100, Dart, 718, 145, 230
1740591915 +0100, Dart, 718, 145, 230
1742144230 +0100, Dart, 721, 145, 232
1742218483 +0100, Dart, 1616, 545, 279
1742219961 +0100, Dart, 1635, 564, 279
1742220582 +0100, Dart, 1427, 564, 239
1742220898 +0100, Dart, 1424, 564, 239
1743097533 +0100, Dart, 1234, 529, 179
1743427542 +0200, Dart, 1234, 529, 179
1743427594 +0200, Dart, 1234, 529, 179
1743428300 +0200, Dart, 1234, 529, 179
1743839008 +0200, Dart, 1235, 530, 179
1744371778 +0200, Dart, 1235, 530, 179
1746119926 +0200, Dart, 1235, 530, 179
1746350259 +0200, Dart, 450, 448, 46
1747341545 +0200, Dart, 456, 454, 60
1747940482 +0200, Dart, 456, 454, 60
1747940525 +0200, Dart, 456, 454, 60
1747940962 +0200, Dart, 456, 454, 60
1747945690 +0200, Dart, 456, 454, 60
1751627195 +0200, Dart, 456, 454, 60
1751698792 +0200, Dart, 478, 533, 17
1751816893 +0200, Dart, 478, 533, 17
1752252363 +0200, Dart, 478, 533, 17
1752253413 +0200, Dart, 521, 560, 19
1752256811 +0200, Dart, 521, 560, 19
1752257675 +0200, Dart, 521, 560, 19
1752258753 +0200, Dart, 521, 560, 19
1752265757 +0200, Dart, 521, 560, 19
1754331860 +0200, Dart, 521, 560, 19
1754577188 +0200, Dart, 521, 560, 19
1755514432 +0200, Dart, 551, 560, 19
1755871337 +0200, Dart, 551, 560, 19
1755871676 +0200, Dart, 564, 560, 19
1755872785 +0200, Dart, 564, 560, 19
1755941134 +0200, Dart, 564, 560, 19
1755941928 +0200, Dart, 565, 560, 19
1755945324 +0200, Dart, 565, 560, 19
1756050349 +0200, Dart, 565, 560, 19
1756301049 +0200, Dart, 574, 569, 19
1756301226 +0200, Dart, 574, 569, 19
1756305131 +0200, Dart, 574, 569, 19
1758128002 +0200, Dart, 574, 569, 19
1758369911 +0200, Dart, 574, 569, 19
1758372238 +0200, Dart, 374, 194, 0
