time, language, total, test, comment
1732799389 +0100, Other, 2506, 0, 0
1732800059 +0100, Other, 2504, 0, 0
1732800299 +0100, Other, 2540, 0, 0
1732801303 +0100, Other, 2984, 0, 0
1734854596 +0100, Other, 3000, 0, 0
1736936182 +0100, Other, 3000, 0, 0
1736936590 +0100, Other, 3116, 0, 0
1736937539 +0100, Other, 3228, 0, 0
1737022036 +0100, Other, 3232, 0, 0
1737024490 +0100, Other, 3266, 0, 0
1737103284 +0100, Other, 3266, 0, 0
1737362840 +0100, Other, 2978, 0, 0
1737363091 +0100, Other, 4536, 0, 0
1737363582 +0100, Other, 4768, 0, 0
1737448385 +0100, Other, 4766, 0, 0
1737469865 +0100, Other, 4988, 0, 0
1737927688 +0100, Other, 4996, 0, 0
1737972046 +0100, Other, 4790, 0, 0
1738136975 +0100, Other, 4790, 0, 0
1738140187 +0100, Other, 4788, 0, 0
1738165537 +0100, Other, 4786, 0, 0
1738523836 +0100, Other, 4796, 0, 0
1738524637 +0100, Other, 4800, 0, 0
1738525710 +0100, Other, 5964, 0, 0
1738572415 +0100, Other, 5756, 0, 0
1738572535 +0100, Other, 6000, 0, 0
1738572902 +0100, Other, 6004, 0, 0
1738873852 +0100, Other, 5778, 0, 0
1738874137 +0100, Other, 2688, 0, 0
1738917222 +0100, Other, 2686, 0, 0
1740591915 +0100, Other, 2682, 0, 0
1742144230 +0100, Other, 2682, 0, 0
1742218483 +0100, Other, 2704, 0, 0
1742219961 +0100, Other, 2704, 0, 0
1742220582 +0100, Other, 2704, 0, 0
1742220898 +0100, Other, 2692, 0, 0
1743097533 +0100, Other, 2696, 0, 0
1743427542 +0200, Other, 2518, 0, 0
1743427594 +0200, Other, 2684, 0, 0
1743428300 +0200, Other, 2868, 0, 0
1743839008 +0200, Other, 2868, 0, 0
1744371778 +0200, Other, 2682, 0, 0
1746119926 +0200, Other, 2686, 0, 0
1746350259 +0200, Other, 2408, 0, 0
1747341545 +0200, Other, 2410, 0, 0
1747940482 +0200, Other, 2416, 0, 0
1747940525 +0200, Other, 2606, 0, 0
1747940962 +0200, Other, 2716, 0, 0
1747945690 +0200, Other, 2736, 0, 0
1751627195 +0200, Other, 2620, 0, 0
1751698792 +0200, Other, 2638, 0, 0
1751816893 +0200, Other, 2658, 0, 0
1752252363 +0200, Other, 2660, 0, 0
1752253413 +0200, Other, 2766, 0, 0
1752256811 +0200, Other, 2764, 0, 0
1752257675 +0200, Other, 2768, 0, 0
1752258753 +0200, Other, 1296, 0, 0
1752265757 +0200, Other, 1268, 0, 0
1754331860 +0200, Other, 1264, 0, 0
1754577188 +0200, Other, 1266, 0, 0
1755514432 +0200, Other, 1268, 0, 0
1755871337 +0200, Other, 1952, 0, 0
1755871676 +0200, Other, 1954, 0, 0
1755872785 +0200, Other, 1964, 0, 0
1755941134 +0200, Other, 1964, 0, 0
1755941928 +0200, Other, 2632, 0, 0
1755945324 +0200, Other, 2632, 0, 0
1756050349 +0200, Other, 2632, 0, 0
1756301049 +0200, Other, 2632, 0, 0
1756301226 +0200, Other, 2632, 0, 0
1756305131 +0200, Other, 2788, 0, 0
1758128002 +0200, Other, 144, 0, 0
1758369911 +0200, Other, 6, 0, 0
1758372238 +0200, Other, 6, 0, 0
